plot;abbr;layer;cov;voucher;determined;history
gu05;conv maja maja;hl;4;;;
gu05;corn mas;hl;1;;;
gu05;corn sang slat;hl;1;;;
gu05;cory avel;hl;+;;;
gu05;crat mono;hl;2a;;;
gu05;fagu sylv;hl;+;;;
gu05;frag mosc;hl;r;;;
gu05;frax exce;hl;+;;;
gu05;hede heli;hl;+;;;
gu05;hype hirs;hl;r;;;
gu05;jugl regi;hl;r;;;
gu05;ligu vulg;hl;2b;;;
gu05;loni xylo;hl;+;;;
gu05;mela nemo;hl;r;;;
gu05;meli nuta;hl;+;;;
gu05;prun aviu slat;hl;1;;;
gu05;quer robu;hl;+;;;
gu05;rham cath;hl;+;;;
gu05;rosa arve;hl;+;;;
gu05;rubu sect rubu;hl;+;;;
gu05;tili cord;hl;+;;;
gu05;vibu lant;hl;2a;;;
gu05;acer camp;sl;1;;;
gu05;clem vita;sl;+;;;
gu05;corn mas;sl;3;;;
gu05;corn sang slat;sl;1;;;
gu05;cory avel;sl;1;;;
gu05;crat mono;sl;2a;;;
gu05;fagu sylv;sl;1;;;
gu05;frax exce;sl;1;;;
gu05;ligu vulg;sl;2b;;;
gu05;loni xylo;sl;+;;;
gu05;malu dome;sl;+;2014-0196;;
gu05;prun aviu slat;sl;+;;;
gu05;rham cath;sl;+;;;
gu05;tili cord;sl;1;;;
gu05;vibu lant;sl;1;;;
gu05;frax exce;tl1;2a;;;
gu05;hede heli;tl1;+;;;
gu05;quer robu;tl1;4;;;
gu05;acer camp;tl2;1;;;
gu05;corn mas;tl2;1;;;
gu05;crat mono;tl2;1;;;
gu05;fagu sylv;tl2;2a;;;
gu05;frax exce;tl2;2b;;;
gu05;quer robu;tl2;2a;;;
gu06;acer pseu;hl;+;;;
gu06;anem nemo;hl;+;;;
gu06;berb vulg;hl;+;;;
gu06;brac sylv;hl;1;;;
gu06;care alba;hl;4;;;
gu06;care digi;hl;+;;;
gu06;conv maja maja;hl;2b;;;
gu06;corn mas;hl;+;;;
gu06;corn sang slat;hl;1;;;
gu06;cory avel;hl;+;;;
gu06;crat mono;hl;1;;;
gu06;dryo dila;hl;+;;;
gu06;fagu sylv;hl;+;;;
gu06;frag mosc;hl;+;;;
gu06;fran alnu;hl;+;;;
gu06;frax exce;hl;2a;;;
gu06;gale spec iosa;hl;+;;;
gu06;hede heli;hl;+;;;
gu06;jugl regi;hl;+;;;
gu06;ligu vulg;hl;+;;;
gu06;loni xylo;hl;1;;;
gu06;mela nemo;hl;r;;;
gu06;meli nuta;hl;+;;;
gu06;moli caer aggr;hl;1;M. arundinacea;;
gu06;poly mult;hl;+;;;
gu06;pote ster;hl;+;;;
gu06;prun aviu slat;hl;+;;;
gu06;pulm offi;hl;r;;;
gu06;quer robu;hl;+;;;
gu06;rosa arve;hl;+;;;
gu06;rubu sect rubu;hl;2b;;;
gu06;tili cord;hl;+;;;
gu06;vibu lant;hl;+;;;
gu06;acer pseu;sl;1;;;
gu06;berb vulg;sl;1;;;
gu06;corn mas;sl;2a;;;
gu06;corn sang slat;sl;1;;;
gu06;cory avel;sl;2a;;;
gu06;crat mono;sl;2a;;;
gu06;fagu sylv;sl;1;;;
gu06;fran alnu;sl;+;;;
gu06;frax exce;sl;1;;;
gu06;jugl regi;sl;+;;;
gu06;ligu vulg;sl;+;;;
gu06;loni xylo;sl;+;;;
gu06;prun aviu slat;sl;+;;;
gu06;quer robu;sl;1;;;
gu06;sorb aria;sl;+;;;
gu06;vibu lant;sl;1;;;
gu06;frax exce;tl1;2a;;;
gu06;quer robu;tl1;4;;;
gu06;corn mas;tl2;+;;;
gu06;crat mono;tl2;+;;;
gu06;fagu sylv;tl2;2a;;;
gu06;frax exce;tl2;2b;;;
gu06;pice abie;tl2;1;;;
gu06;prun aviu slat;tl2;1;;;
gu06;quer robu;tl2;2a;;;
gu06;tili cord;tl2;2b;;;
