plot;abbr;layer;cov;voucher;comment;history
ds04;vacc viti;hl;+;;;
ds04;vale celt nori;hl;1;;;
ds04;calo tiro;ml;1;;;
ds04;cetr isla isla;ml;1;;;
ds04;clad rang;ml;+;;;
ds04;clad unci slat;ml;+;;;
ds04;tort tort;ml;+;;;
ds05;agro alpi;hl;2a;;;
ds05;andr cham;hl;+;;;
ds05;ante carp;hl;1;;;
ds05;aven vers;hl;1;;;
ds05;care capi;hl;1;;;
ds05;care firm;hl;2a;;;
ds05;cham alpi;hl;+;;;
ds05;drya octo;hl;2b;;;
ds05;euph mini;hl;+;;;
ds05;euph sali;hl;+;;;
ds05;fest pumi;hl;2a;;;
ds05;gent acau;hl;+;;;
ds05;gent clus clus;hl;1;;;
ds05;gent vern vern;hl;+;;;
ds05;heli alpe;hl;+;;;
ds05;hupe sela;hl;+;;;
ds05;kobr simp;hl;2a;;;
ds05;lois proc;hl;3;;;
ds05;minu gera;hl;+;;;
ds05;pach mute;hl;+;;;
ds05;ping alpi;hl;+;;;
ds05;prim mini;hl;2a;;;
ds05;sali serp;hl;+;;;
ds05;sela sela;hl;+;;;
ds05;sesl caer;hl;2a;;;
ds05;sile acau long;hl;+;;;
ds05;tofi pusi;hl;+;;;
ds05;vale celt nori;hl;1;;;
ds05;alec ochr;ml;1;;;
ds05;calo tiro;ml;+;;;
ds05;cetr eric;ml;+;;;
ds05;cetr isla isla;ml;1;;;
ds05;clad rang;ml;+;;;
ds05;clad unci slat;ml;+;;;
ds05;raco lanu;ml;1;;;
ds05;tham verm verm;ml;1;;;
ds05;tort tort;ml;+;;;
ds05;vulp tubu;ml;+;;;
ds06;acer pseu;hl;+;;;
ds06;aden alpi;hl;+;;;
ds06;alch anis;hl;+;;;
ds06;apos foet;hl;+;;;
ds06;beto alop;hl;1;;;
ds06;betu pube carp;hl;+;;;
ds06;buph sali;hl;1;;;
ds06;cala vari;hl;2b;;;
ds06;camp coch;hl;+;;;
ds06;card defl viri;hl;+;;;
ds06;care brac;hl;r;;;
ds06;care ferr;hl;+;;;
ds06;care firm;hl;+;;;
ds06;care orni slat;hl;+;;;
ds06;carl acau acau;hl;+;;;
ds06;cera cari cari;hl;r;;;
ds06;chlo stat;hl;2m;;;
ds06;dact macu slat;hl;+;;;
ds06;daph meze;hl;+;;;
ds06;eric carn;hl;2a;;;
ds06;euph offi rost;hl;+;;;
ds06;gymn odor;hl;r;;;
ds06;heli numm glab;hl;1;;;
ds06;hera aust aust;hl;+;;;
ds06;hier bifi;hl;+;;;
ds06;knau maxi;hl;+;;;
ds06;leon hisp slat;hl;+;;;
ds06;loni caer caer;hl;+;;;
ds06;lotu corn slat;hl;1;;;
ds06;orig vulg;hl;+;;;
ds06;peta para;hl;2b;;;
ds06;phyt orbi;hl;+;;;
ds06;pice abie;hl;+;;;
ds06;pimp majo rubr;hl;+;;;
ds06;pinu mugo;hl;1;;;
ds06;poly cham;hl;1;;;
ds06;pote erec;hl;+;;;
ds06;prim clus;hl;+;;;
ds06;prun vulg;hl;+;;;
ds06;pyro rotu;hl;1;2012-0058;;
ds06;ranu nemo;hl;+;;;
ds06;rhod hirs;hl;1;;;
ds06;rubu saxa;hl;+;;;
ds06;sali glab;hl;+;;;
ds06;sali wald;hl;1;;;
ds06;scab luci luci;hl;+;;;
ds06;sene abro abro;hl;r;;;
ds06;sesl caer;hl;1;;;
ds06;soli virg virg;hl;+;;;
ds06;sorb aucu glab;hl;+;;;
ds06;thes alpi;hl;+;;;
ds06;tofi caly;hl;+;;;
ds06;vale mont;hl;2a;;;
ds06;acer pseu;sl;+;;;
ds06;betu pube carp;sl;+;;;
ds06;pice abie;sl;+;;;
ds06;pinu mugo;sl;3;;;
ds06;sali appe;sl;+;;;
ds06;sali glab;sl;+;;;
ds06;sorb aucu glab;sl;+;;;
ds06;betu pube carp;tl2;3;;;
ds07;cera unif;hl;2b;;;
ds07;drab tome;hl;+;2012-0053;;
ds07;poa alpi;hl;2m;;;
ds07;saxi mosc;hl;+;2012-0048;aff. S. aphylla;
ds07;saxi oppo oppo;hl;+;;;
ds07;sile acau long;hl;2a;;;
ds08;care firm;hl;2a;;;
ds08;care fuli;hl;r;2012-0054;;
ds08;care parv;hl;+;;;
ds08;cera unif;hl;+;;;
ds08;drab tome;hl;+;;;
ds08;fest alpi;hl;+;;;
ds08;minu cher quad;hl;+;;;
ds08;minu gera;hl;1;;;
ds08;myos alpe;hl;+;;;
ds08;papa alpi alpi;hl;+;;;
ds08;pers vivi;hl;+;;;
ds08;poa alpi;hl;+;;;
ds08;saxi mosc;hl;+;;;
ds08;saxi oppo oppo;hl;+;;;
ds08;sesl ovat;hl;+;;;
ds08;sile acau long;hl;2b;;;
ds08;cetr isla isla;ml;+;;;
ds08;tort tort;ml;1;;;
ds08;unde bryo;ml;+;;;
ds08;vulp tubu;ml;r;;;
ds09;aren cili;hl;1;;;
ds09;care firm;hl;2a;;;
ds09;care fuli;hl;2a;;;
ds09;care parv;hl;+;;;
ds09;cera unif;hl;+;;;
ds09;crep terg;hl;1;;;
ds09;gent bava suba;hl;+;;;
ds09;heli alpe;hl;+;;;
ds09;minu cher quad;hl;+;;;
ds09;minu gera;hl;1;;;
ds09;minu sedo;hl;+;;;
ds09;papa alpi alpi;hl;+;;;
ds09;pers vivi;hl;+;;;
ds09;ranu alpe;hl;+;;;
ds09;sali serp;hl;2a;;;
ds09;saxi mosc;hl;+;;;
ds09;saxi oppo oppo;hl;+;;;
ds09;sesl ovat;hl;+;;;
ds09;sile acau long;hl;1;;;
ds09;calo spec ies;ml;+;;;
ds09;cetr isla isla;ml;+;;;
ds09;tort tort;ml;+;;;
ds09;vulp tubu;ml;+;;;
ds10;camp pull;hl;+;;;
ds10;care firm;hl;1;;;
ds10;care parv;hl;1;;;
ds10;cera unif;hl;+;;;
ds10;crep terg;hl;+;;;
ds10;fest alpi;hl;+;2012-0045;;
ds10;fest pumi;hl;+;;;
ds10;gent bava suba;hl;+;;;
ds10;horn alpi alpi;hl;+;;;
ds10;lina alpi alpi;hl;+;;;
ds10;minu gera;hl;1;;;
ds10;nocc rotu rotu;hl;+;;;
ds10;poa alpi;hl;+;;;
ds10;ranu alpe;hl;+;;;
ds10;saxi andr;hl;+;;;
ds10;saxi mosc;hl;+;;? aphylla;
ds10;sedu atra atra;hl;r;;;
ds10;sesl ovat;hl;+;;;
ds10;sile acau long;hl;2b;;;
ds10;tort tort;ml;+;;;
ds10;unde bryo;ml;+;;;
ds11;aren cili;hl;+;;h!;
ds11;care firm;hl;1;;;
ds11;care parv;hl;1;;;
ds11;doro glac glac;hl;+;;;
ds11;fest pumi;hl;+;;;
ds11;gent niva;hl;+;;;
ds11;gnap supi;hl;+;;;
ds11;heli alpe;hl;r;;;
ds11;minu sedo;hl;+;2012-0049;h!;
ds11;pach mute;hl;+;;;
ds11;pers vivi;hl;1;;;
ds11;prim mini;hl;2b;;;
ds11;ranu alpe;hl;+;;;
ds11;sali retu;hl;+;;;
ds11;sali serp;hl;1;;;
ds11;saxi andr;hl;+;;;
ds11;sesl ovat;hl;+;;;
ds11;cetr isla isla;ml;+;;? ericetorum;
ds11;pelt apht;ml;+;;;
ds11;poly alpi;ml;1;;;
ds11;unde alga;ml;1;;soil crust;
ds11;vulp tubu;ml;1;;;
ds12;achi atra;hl;+;;;
ds12;achi clav;hl;+;;;
ds12;arab alpi alpi;hl;+;;;
ds12;cera unif;hl;2b;;;
ds12;fest alpi;hl;+;;;
ds12;fest pumi;hl;+;;;
ds12;gent bava suba;hl;+;;;
ds12;lina alpi alpi;hl;+;;;
ds12;minu gera;hl;+;;;
ds12;nocc rotu rotu;hl;+;;;
ds12;pach mute;hl;+;;;
ds12;poa alpi;hl;2m;;;
ds12;ranu alpe;hl;+;;;
ds12;saxi andr;hl;1;;;
ds12;saxi mosc;hl;+;2012-0051;;
ds12;saxi stel robu;hl;+;;;
ds12;sedu atra atra;hl;+;;;
ds12;sesl ovat;hl;+;;;
ds12;sile acau long;hl;2a;;;
ds12;unde bryo;ml;1;;mattig wachsend, Hypnum ähnlich;
ds13;care firm;hl;+;;;
ds13;care parv;hl;2a;;;
ds13;cera unif;hl;+;;;
ds13;fest alpi;hl;+;;;
ds13;gent bava suba;hl;+;;;
ds13;gent niva;hl;+;;;
ds13;minu gera;hl;+;;;
ds13;pach mute;hl;+;;;
ds13;pers vivi;hl;+;;;
ds13;poa alpi;hl;+;;;
ds13;ranu alpe;hl;1;;;
ds13;sali alpi;hl;+;;;
ds13;sali serp;hl;+;;;
ds13;saxi andr;hl;+;;;
ds13;saxi oppo oppo;hl;1;;;
ds13;sesl ovat;hl;+;;;
ds13;sile acau long;hl;2a;;;
ds13;pelt apht;ml;r;;cf. ds11;
ds13;poly alpi;ml;+;;cf. ds11;
ds13;unde alga;ml;2a;;;
ds14;care firm;hl;1;;;
ds14;care parv;hl;1;;;
ds14;cera unif;hl;+;;;
ds14;fest pumi;hl;+;;;
ds14;gent bava suba;hl;+;;;
ds14;minu sedo;hl;1;2012-0052;cp. 2012-0049;
ds14;pers vivi;hl;+;;;
ds14;ranu alpe;hl;+;;;
ds14;sali herb;hl;+;;;
ds14;sali retu;hl;+;;;
ds14;sali serp;hl;2a;;;
ds14;saxi aizo;hl;+;;;
ds14;sesl ovat;hl;+;;;
ds14;sile acau long;hl;1;;;
ds14;unde alga;ml;2a;;;
ds15;aren cili;hl;+;;;
ds15;care firm;hl;3;;;
ds15;crep terg;hl;+;;;
ds15;euph mini;hl;+;;;
ds15;fest pumi;hl;1;;;
ds15;gent brac;hl;r;;;
ds15;heli alpe;hl;+;;;
ds15;minu gera;hl;+;;;
ds15;minu sedo;hl;+;;;
ds15;pers vivi;hl;+;;;
ds15;prim mini;hl;+;;;
ds15;ranu alpe;hl;+;;;
ds15;sali serp;hl;1;;;
ds15;saxi oppo oppo;hl;+;;;
ds15;sile acau long;hl;+;;;
ds15;calo spec ies;ml;+;;;
ds15;cetr isla isla;ml;+;;;
ds15;tham verm verm;ml;+;;;
ds15;tort tort;ml;1;;;
ds15;vulp tubu;ml;+;;;
ds16;care firm;hl;1;;;
ds16;care parv;hl;1;;;
ds16;cera unif;hl;+;;;
ds16;fest pumi;hl;+;;;
ds16;gent bava suba;hl;+;;cf. brachyphylla;
ds16;heli alpe;hl;+;;;
ds16;minu gera;hl;1;;;
ds16;pach mute;hl;+;;;
ds16;pers vivi;hl;+;;;
ds16;poa alpi;hl;+;;;
ds16;ranu alpe;hl;+;;;
ds16;saxi andr;hl;+;;;
ds16;saxi bryo;hl;+;;;
ds16;saxi oppo oppo;hl;1;;;
ds16;sesl ovat;hl;+;;;
ds16;sile acau long;hl;3;;;
ds16;tort tort;ml;1;;;
ds16;unde bryo;ml;1;;;
ds16;unde lich;ml;1;;weiße knollig-thallöse Flechte;
ds17;agro alpi;hl;1;;;
ds17;care capi;hl;+;;;
ds17;care firm;hl;3;;;
ds17;crep terg;hl;+;;;
ds17;euph mini;hl;+;;;
ds17;fest pumi;hl;1;;;
ds17;gent clus clus;hl;+;;;
ds17;heli alpe;hl;+;;;
ds17;kobr myos;hl;2a;;;
ds17;kobr simp;hl;2b;;;
ds17;oxyt mont;hl;+;;;
ds17;pedi rost tata;hl;+;;;
ds17;pers vivi;hl;+;;;
ds17;pote clus;hl;+;;;
ds17;prim mini;hl;+;;;
ds17;ranu alpe;hl;+;;;
ds17;sile acau long;hl;+;;;
ds17;alec ochr;ml;+;;;
ds17;calo spec ies;ml;1;;;
ds17;cetr isla isla;ml;+;;;
ds17;tham verm verm;ml;+;;;
ds17;tort tort;ml;2a;;;
ds17;vulp tubu;ml;1;;;
ds18;aren cili;hl;+;;;
ds18;care firm;hl;2b;;;
ds18;cera unif;hl;+;;;
ds18;crep terg;hl;+;;;
ds18;heli alpe;hl;+;;;
ds18;kobr simp;hl;+;;;
ds18;minu gera;hl;+;;;
ds18;minu sedo;hl;+;;;
ds18;pers vivi;hl;+;;;
ds18;pote clus;hl;+;;;
ds18;ranu alpe;hl;+;;;
ds18;sali serp;hl;2a;;;
ds18;saus pygm;hl;+;;im Schutt und am Rand;
ds18;saxi oppo oppo;hl;+;;;
ds18;sile acau long;hl;+;;;
ds18;calo spec ies;ml;+;;;
ds18;tort tort;ml;+;;;
ds18;vulp tubu;ml;+;;;
ds19;agro alpi;hl;2a;;;
ds19;andr cham;hl;+;;;
ds19;aven vers;hl;2b;;;
ds19;bart alpi;hl;+;;;
ds19;bell mich;hl;+;;;
ds19;camp sche;hl;+;;;
ds19;care capi;hl;+;;;
ds19;care firm;hl;1;;;
ds19;care semp semp;hl;2a;;;
ds19;crep terg;hl;r;;;
ds19;drya octo;hl;2a;;;
ds19;euph mini;hl;+;;;
ds19;gali nori;hl;+;;;
ds19;gent vern vern;hl;+;;;
ds19;heli alpe;hl;+;;;
ds19;homo disc;hl;1;;;
ds19;kobr myos;hl;+;;;
ds19;lois proc;hl;2a;;;
ds19;pach mute;hl;1;;;
ds19;pedi rost tata;hl;r;;;
ds19;pers vivi;hl;+;;;
ds19;prim clus;hl;+;;;
ds19;prim mini;hl;+;;;
ds19;sali retu;hl;+;;;
ds19;sali serp;hl;+;;;
ds19;sela sela;hl;+;;;
ds19;sesl caer;hl;+;;;
ds19;sile acau long;hl;+;;;
ds19;sold pusi alpi;hl;+;;;
ds19;vacc gaul;hl;2b;;;
ds19;vacc viti;hl;+;;;
ds19;alec ochr;ml;+;;;
ds19;cetr isla isla;ml;+;;;
ds19;clad arbu slat;ml;+;;;
ds19;clad macr eras;ml;+;;;
ds19;clad pyxi;ml;1;;;
ds19;clad rang;ml;+;;;
ds19;clad unci slat;ml;1;;;
ds19;flav cucu;ml;+;;;
ds19;flav niva;ml;1;;;
ds19;poly alpi;ml;+;;;
ds19;rhyt rugo;ml;1;;;
ds19;tham verm verm;ml;+;;;
ds19;tort tort;ml;1;;;
ds19;vulp tubu;ml;+;;;
ds20;agro alpi;hl;1;;;
ds20;aven vers;hl;1;;;
ds20;bart alpi;hl;+;;;
ds20;care capi;hl;+;;;
ds20;care firm;hl;1;;;
ds20;care parv;hl;r;;cf.;
ds20;care semp semp;hl;1;;;
ds20;cham alpi;hl;2m;;viele;
ds20;drya octo;hl;1;;;
ds20;euph mini;hl;+;;;
ds20;fest pumi;hl;+;;;
ds20;gali nori;hl;+;;;
ds20;gent clus clus;hl;r;;;
ds20;gent niva;hl;+;;;
ds20;gent vern vern;hl;+;;;
ds20;heli alpe;hl;+;;;
ds20;homo alpi;hl;+;;;
ds20;lois proc;hl;5;;;
ds20;luzu alpi na;hl;+;;;
ds20;pedi rost tata;hl;+;;;
ds20;pers vivi;hl;+;;;
ds20;pinu mugo;hl;r;;;
ds20;prim mini;hl;+;;;
ds20;sali retu;hl;+;;;
ds20;sesl caer;hl;1;;;
ds20;sile acau long;hl;+;;;
ds20;vacc gaul;hl;2a;;;
ds20;abie abie abie;ml;+;;;
ds20;cetr eric;ml;+;;;
ds20;cetr isla isla;ml;2b;;;
ds20;clad arbu slat;ml;+;;;
ds20;clad rang;ml;1;;;
ds20;clad unci slat;ml;+;;;
ds20;dicr spec ies;ml;2a;;;
ds20;flav cucu;ml;+;;;
ds20;rhyt rugo;ml;+;;;
ds20;tham verm verm;ml;+;;;
ds20;tort tort;ml;+;;;
